event_type,curve,fpr,tpr,auc
hypotension,clinic_apparent,0.9209039548022598,0.9848484848484849,0.7505050505050506
hypotension,clinic_apparent,0.9231638418079096,0.9848484848484849,0.7505050505050506
hypotension,clinic_apparent,0.9254237288135593,0.9848484848484849,0.7505050505050506
hypotension,clinic_apparent,0.927683615819209,0.9848484848484849,0.7505050505050506
hypotension,clinic_apparent,0.9322033898305084,0.9848484848484849,0.7505050505050506
hypotension,clinic_apparent,0.9344632768361582,0.9848484848484849,0.7505050505050506
hypotension,clinic_apparent,0.9389830508474576,0.9848484848484849,0.7505050505050506
hypotension,clinic_apparent,0.9412429378531073,0.9848484848484849,0.7505050505050506
hypotension,clinic_apparent,0.9423728813559322,0.9848484848484849,0.7505050505050506
hypotension,clinic_apparent,0.9423728813559322,1.0,0.7505050505050506
hypotension,clinic_apparent,0.9593220338983051,1.0,0.7505050505050506
hypotension,clinic_apparent,0.9615819209039548,1.0,0.7505050505050506
hypotension,clinic_apparent,0.9728813559322034,1.0,0.7505050505050506
hypotension,clinic_apparent,0.9751412429378531,1.0,0.7505050505050506
hypotension,clinic_apparent,0.9853107344632769,1.0,0.7505050505050506
hypotension,clinic_apparent,0.9875706214689266,1.0,0.7505050505050506
hypotension,clinic_apparent,0.9932203389830508,1.0,0.7505050505050506
hypotension,clinic_apparent,0.9954802259887006,1.0,0.7505050505050506
hypotension,clinic_apparent,1.0,1.0,0.7505050505050506
hypotension,clinic_lopocv,0.0,0.0,0.6204588255435713
hypotension,clinic_lopocv,0.0,0.030303030303030304,0.6204588255435713
hypotension,clinic_lopocv,0.0,0.045454545454545456,0.6204588255435713
hypotension,clinic_lopocv,0.0011299435028248588,0.045454545454545456,0.6204588255435713
hypotension,clinic_lopocv,0.0011299435028248588,0.07575757575757576,0.6204588255435713
hypotension,clinic_lopocv,0.0022598870056497176,0.07575757575757576,0.6204588255435713
hypotension,clinic_lopocv,0.0022598870056497176,0.09090909090909091,0.6204588255435713
hypotension,clinic_lopocv,0.003389830508474576,0.09090909090909091,0.6204588255435713
hypotension,clinic_lopocv,0.003389830508474576,0.10606060606060606,0.6204588255435713
hypotension,clinic_lopocv,0.00903954802259887,0.10606060606060606,0.6204588255435713
hypotension,clinic_lopocv,0.00903954802259887,0.13636363636363635,0.6204588255435713
hypotension,clinic_lopocv,0.010169491525423728,0.13636363636363635,0.6204588255435713
hypotension,clinic_lopocv,0.010169491525423728,0.16666666666666666,0.6204588255435713
hypotension,clinic_lopocv,0.011299435028248588,0.16666666666666666,0.6204588255435713
hypotension,clinic_lopocv,0.011299435028248588,0.18181818181818182,0.6204588255435713
hypotension,clinic_lopocv,0.012429378531073447,0.18181818181818182,0.6204588255435713
hypotension,clinic_lopocv,0.012429378531073447,0.22727272727272727,0.6204588255435713
hypotension,clinic_lopocv,0.01694915254237288,0.22727272727272727,0.6204588255435713
hypotension,clinic_lopocv,0.01694915254237288,0.24242424242424243,0.6204588255435713
hypotension,clinic_lopocv,0.01807909604519774,0.24242424242424243,0.6204588255435713
hypotension,clinic_lopocv,0.01807909604519774,0.25757575757575757,0.6204588255435713
hypotension,clinic_lopocv,0.022598870056497175,0.25757575757575757,0.6204588255435713
hypotension,clinic_lopocv,0.022598870056497175,0.2727272727272727,0.6204588255435713
hypotension,clinic_lopocv,0.024858757062146894,0.2727272727272727,0.6204588255435713
hypotension,clinic_lopocv,0.024858757062146894,0.2878787878787879,0.6204588255435713
hypotension,clinic_lopocv,0.02711864406779661,0.2878787878787879,0.6204588255435713
